what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626143592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366626156327
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1366626159206
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366626166815
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1366626170370
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366626176382
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366626181190
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1366626184110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366626187670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1366626201668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366626216613
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1366626225314
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366626288977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366626299195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626326192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626504886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626504894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626504910
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1366626528812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1366626530904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1366626532079
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626567354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626581602
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366626588427
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1366626592301
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1366626603594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1366626606840
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1366626607957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366626608260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626614913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626615619
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366626639293
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1366626650865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626650887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626653766
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366626657272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626662634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626663619
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626664779
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626683160
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626683674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626683876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626684633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626684795
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626685567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626685904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626686235
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626686365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626686752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626686924
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1366626687792
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626702668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626703438
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626703612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626708775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626708917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626709437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366626724033
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366626738139
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366626767666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366626769867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626777319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626792594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366626817812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626825486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626833830
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1366626835513
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626854591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626865081
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1366626865118
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366626878317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366626884791
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1366626888181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626891731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626900636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626906389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626907909
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1366626917196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626923254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626930768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1366626938191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626938209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626943604
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1366626945762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1366626946311
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626981687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626986511
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626989310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626989912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626989914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626989932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626990310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626994933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626994940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366626994957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366627018211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366627019010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1366627037798
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1366627038638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366627042417
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1366627046106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366627048912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366627059705
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1366627082457
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1366627115112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366627182387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366627193454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366627194346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366627448159
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1366627465441
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366627467302
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366627471898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366627476138
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366627478119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366627483976
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1366627483993
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1366627489844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1366627490413
